scpi_name,field,old_value,new_value,unit,source_document,extract,status,comment
Immorente,frais_souscription,12,10,%,DIC-IR-042026.pdf,Coûts d'entrée 10 % du montant payé au moment de l'entrée dans l'investissement,verified,
Immorente,frais_gestion,10,,,,"Commission de gestion (% des loyers) non précisée dans BT/DIC ; KID frais de gestion et autres frais 1,55 %/an.",manual_review,"Commission de gestion (% des loyers) non précisée dans BT/DIC ; KID frais de gestion et autres frais 1,55 %/an."
Iroko Zen,prix_souscription,200,204,EUR,Iroko_Zen_bulletin_trimestriel.pdf,Prix de souscription au 31/03/2026 : 204 €,verified,
Iroko Zen,prix_retrait,204,204,EUR,Iroko_Zen_bulletin_trimestriel.pdf,"Valeur de retrait 204 € (commission de souscription 0 %, retrait = souscription)",verified,
Iroko Zen,taux_distribution,7.12,,,,"Le BT ne donne pas le TD 2025 en % ; dividende 2025 voté en AG = 12,20 €/part ; objectif de distribution cible fixé à 5,5 %. TD 2024 = 7,12 % (valeur précédente",manual_review,"Le BT ne donne pas le TD 2025 en % ; dividende 2025 voté en AG = 12,20 €/part ; objectif de distribution cible fixé à 5,"
Iroko Zen,capitalisation,1237,1499,M€,Iroko_Zen_bulletin_trimestriel.pdf,"Capitalisation 1,499 Md€ (au 31/03/2026)",verified,
Iroko Zen,tof,97,97.11,%,Iroko_Zen_bulletin_trimestriel.pdf,"Taux d'Occupation Financier (TOF) 97,11 %",verified,
Iroko Zen,endettement,30.1,25.07,%,Iroko_Zen_bulletin_trimestriel.pdf,"Ratio d'endettement (LTV) 25,07 %",verified,
Iroko Zen,nb_associes,,29350,associés,Iroko_Zen_bulletin_trimestriel.pdf,Nombre total d'associés 29 350,verified,
Iroko Zen,nb_immeubles,164,177,actifs,Iroko_Zen_bulletin_trimestriel.pdf,Nombre total d'actifs 177,verified,
Iroko Zen,nb_locataires,,411,locataires,Iroko_Zen_bulletin_trimestriel.pdf,Nombre total de locataires 411,verified,
Iroko Zen,repartition_geo,"{'France': 29.5, 'Royaume-Uni': 25.8, 'Pays-Bas': 13.3, 'Espagne': 11.5, 'Irlande': 10.9, 'Allemagne","{'France': 27.5, 'Royaume-Uni': 27.4, 'Pays-Bas': 13.7, 'Espagne': 11.3, 'Irlande': 10.6, 'Allemagne",%,Iroko_Zen_bulletin_trimestriel.pdf,Répartition géographique (valeur d'expertise HD),verified,"Somme = 100,0 %. Mapping reconstitué (libellés/valeurs séparés dans le PDF)."
Iroko Zen,repartition_sectorielle,"{'Commerces': 36.2, 'Bureaux': 29.4, ""Locaux d'activités"": 15.1, 'Entrepôts': 10.4, 'Santé / Crèches","{'Commerces': 37.0, 'Bureaux': 27.7, ""Locaux d'activités"": 12.9, 'Logistique': 11.4, 'Santé/hôteller",%,Iroko_Zen_bulletin_trimestriel.pdf,Répartition par typologie (valeur d'expertise HD),verified,"Somme = 100,0 %."
Iroko Zen,liquidite,,0,parts en attente,Iroko_Zen_bulletin_trimestriel.pdf,22 163 parts retirées dont 0 en attente de retrait ; délai de retrait < 1 mois,verified,Liquidité normale. Frais de sortie 6 % TTC si retrait avant 3 ans (avant 6 ans à compter du 01/09/2026).
Iroko Zen,frequence_distribution,Mensuel,mensuelle,,Iroko_Zen_bulletin_trimestriel.pdf,La distribution des dividendes est mensuelle,verified,
Iroko Zen,sfdr_article,,,,,Article SFDR non explicité dans le BT ni le mémo DIC ; SCPI labellisée ISR (Article 8 attendu à confirmer via note d'information).,manual_review,Article SFDR non explicité dans le BT ni le mémo DIC ; SCPI labellisée ISR (Article 8 attendu à confirmer via note d'inf
Iroko Zen,niveau_risque_dic,,,,,Échelle SRI 1-7 affichée dans le BT sans indication de la classe ; mémo DIC ne précise pas. À confirmer (SRI 3 attendu).,manual_review,Échelle SRI 1-7 affichée dans le BT sans indication de la classe ; mémo DIC ne précise pas. À confirmer (SRI 3 attendu).
Iroko Zen,duree_placement,10,10,ans,Iroko_Zen_bulletin_trimestriel.pdf,Durée de placement recommandée fixée à 10 ans (résolution AG 16/04/2026),verified,Mémo DIC (données 2024) indiquait 8 ans.
Iroko Zen,frais_souscription,0,0,%,Iroko_Zen_bulletin_trimestriel.pdf,Commission de souscription : 0 %,verified,
Iroko Zen,frais_gestion,12.5,14.4,% TTC,Iroko_Zen_bulletin_trimestriel.pdf,"Commission de gestion : 14,4 % TTC maximum du montant des produits locatifs et autres produits HT encaissés",verified,
Kyaneos Pierre,prix_souscription,224,224,EUR,BT-T1-2026-KP.pdf,Prix de souscription 224 € (160 € nominal + 64 € prime d'émission),verified,
Kyaneos Pierre,prix_retrait,199.36,199.36,EUR,BT-T1-2026-KP.pdf,"Valeur de retrait 199,36 €",verified,
Kyaneos Pierre,taux_distribution,4.35,4.35,%,BT-T1-2026-KP.pdf,"Taux de distribution* au 31/12/2025 : 4,35 %",verified,
Kyaneos Pierre,capitalisation,445.7,445,M€,BT-T1-2026-KP.pdf,Capitalisation 445 M€ (445 694 k€ au 1T 2026),verified,
Kyaneos Pierre,tof,88.9,88.9,%,BT-T1-2026-KP.pdf,"Taux d'occupation financier 88,9 %",verified,
Kyaneos Pierre,endettement,0,24,%,BT-T1-2026-KP.pdf,"Ratio de dettes 24 % (la dette représente 24 % de la valeur de réalisation, max autorisé 40 %)",verified,
Kyaneos Pierre,nb_associes,,10778,associés,BT-T1-2026-KP.pdf,Associés 10 778,verified,
Kyaneos Pierre,nb_immeubles,,648,actifs,BT-T1-2026-KP.pdf,Nombre d'actifs : 648 ; nombre de lots : 5 011,verified,
Kyaneos Pierre,nb_locataires,,,,,Nombre de locataires non indiqué ; patrimoine = 648 actifs / 5 011 lots.,manual_review,Nombre de locataires non indiqué ; patrimoine = 648 actifs / 5 011 lots.
Kyaneos Pierre,repartition_geo,{'France': 100},{'France': 100},%,BT-T1-2026-KP.pdf,La SCPI investit uniquement en France (38 départements),verified,
Kyaneos Pierre,repartition_sectorielle,"{'Résidentiel': 80, 'Tertiaire': 20}","{'Habitations': 89.3, 'Commerces et bureaux': 10.7}",%,BT-T1-2026-KP.pdf,"Répartition typologique des loyers : Habitations 89,3 %, Commerces et bureaux 10,7 %",verified,Somme = 100 %.
Kyaneos Pierre,liquidite,,0,parts en attente,BT-T1-2026-KP.pdf,Parts en attente de cession : - (aucune) au 1T 2026,verified,Liquidité normale ; retraits compensés par souscriptions.
Kyaneos Pierre,frequence_distribution,Trimestriel,trimestrielle,,BT-T1-2026-KP.pdf,"Dividende par part versé chaque trimestre (2,44 € au T1 2026)",verified,
Kyaneos Pierre,sfdr_article,,8,,SCPI-Kyaneos-Pierre-Annexe-SFDR.pdf,Annexe périodique SFDR pour les produits financiers visés à l'article 8 du règlement (UE) 2019/2088,verified,
Kyaneos Pierre,niveau_risque_dic,,3,sur 7,SCPI-KP-DIC-2025.pdf,Nous avons classé ce produit dans la classe de risque 3 sur 7,verified,
Kyaneos Pierre,duree_placement,10,10,ans,SCPI-KP-DIC-2025.pdf,Période de détention recommandée : 10 ans minimum,verified,
Kyaneos Pierre,frais_souscription,11,11,% TTI,BT-T1-2026-KP.pdf,"La commission de souscription - 11 % TTI - est prélevée sur la prime d'émission soit 24,64 €",verified,
Kyaneos Pierre,frais_gestion,10,8,% TTI,BT-T1-2026-KP.pdf,"Commission de gestion annuelle maximale de 8 % TTI, calculée sur les produits locatifs et financiers",verified,
LF Avenir Santé,prix_souscription,300,300,EUR,Q1_BT_20260331.pdf,"Minimum de souscription fixé à 1 part, soit (A) 300,00 €",verified,
LF Avenir Santé,prix_retrait,273,273,EUR,Q1_BT_20260331.pdf,"Valeur de retrait (A)-(B) 273,00 €",verified,
LF Avenir Santé,taux_distribution,5.2,5.08,%,Q1_BT_20260331.pdf,"Taux de distribution (1) 5,08 % (Performances 2025)",verified,"Taux 2025 publié. Objectif 2026 annoncé entre 4,85% et 5,05%."
LF Avenir Santé,capitalisation,231.71,273.43,M EUR,Q1_BT_20260331.pdf,273 434 400 € Capitalisation,verified,Capital social effectif (nominal) = 136 717 200 €.
LF Avenir Santé,tof,100,100.0,%,Q1_BT_20260331.pdf,"TOF 100,0 %",verified,
LF Avenir Santé,endettement,23.75,26.21,%,Q1_BT_20260331.pdf,"Réel au 31/03/2026 : 26,21 % (autorisation statutaire 45 %)",verified,
LF Avenir Santé,nb_associes,,9302,associés,Q1_BT_20260331.pdf,9 302 associés,verified,
LF Avenir Santé,nb_immeubles,,35,immeubles,Q1_BT_20260331.pdf,Nombre d'immeubles en direct 33 / via des SCI 2,verified,33 en direct + 2 via SCI.
LF Avenir Santé,nb_locataires,,,,,Nombre de locataires non indiqué explicitement dans le BT.,manual_review,Nombre de locataires non indiqué explicitement dans le BT.
LF Avenir Santé,repartition_geo,"{'Paris': 32.75, 'Ile-de-France': 5.58, 'Régions': 40.09, 'Belgique': 11.93, 'Irlande': 9.65}","{'Régions': 51.79, 'Paris': 25.97, 'Belgique': 9.56, 'Irlande': 7.54, 'Ile-de-France': 5.14}",% valeur vénale,Q1_BT_20260331.pdf,"RÉGIONS 51,79% / PARIS 25,97% / BELGIQUE 9,56% / IRLANDE 7,54% / ÎLE-DE-FRANCE 5,14%",verified,"Somme = 100,00%."
LF Avenir Santé,repartition_sectorielle,"{'Soins de ville': 43, 'Établissements sanitaires': 41, ""Solutions d'accueil générationnelles"": 16}",{'Santé et éducation': 100.0},% valeur vénale,Q1_BT_20260331.pdf,"100,00 % SANTÉ ET ÉDUCATION",verified,
LF Avenir Santé,liquidite,,Aucune part en attente de retrait,,Q1_BT_20260331.pdf,Parts en attente de retrait : - ; Montant des parts en attente de retrait : -,verified,Marché des parts fluide ce trimestre; retrait en contrepartie de souscription.
LF Avenir Santé,frequence_distribution,Trimestriel,Trimestrielle,,Q1_BT_20260331.pdf,Acomptes trimestriels; versement du trimestre 29 avril 2026,verified,
LF Avenir Santé,sfdr_article,,8,,Q1_DIC.pdf,La SCPI a été classifiée article 8 au sens de SFDR,verified,
LF Avenir Santé,niveau_risque_dic,,3,sur 7,Q1_DIC.pdf,catégorisé dans la classe de risque 3 sur 7,verified,
LF Avenir Santé,duree_placement,9,9,ans,Q1_DIC.pdf,Durée de placement minimale recommandée : 9 ans,verified,
LF Avenir Santé,frais_souscription,12,9,% HT,Q1_DIC.pdf,"Commission de souscription 9 % HT, soit 10,80 % TTC; coûts d'entrée 9,00 %",verified,
LF Avenir Santé,frais_gestion,10,10,% HT,Q1_BT_20260331.pdf,"Commission de gestion locative : 10 % HT max, soit 12 % TTC",verified,"DIC: frais de gestion et autres frais courants 0,67%/an."
LF Europimmo,prix_souscription,725,725,EUR,D1_BT_20260331.pdf,"Minimum de souscription fixé à 1 part, soit (A) 725,00 €",verified,
LF Europimmo,prix_retrait,667,667,EUR,D1_BT_20260331.pdf,"Valeur de retrait (A)-(B) 667,00 €",verified,
LF Europimmo,taux_distribution,4.3,4.63,%,D1_BT_20260331.pdf,"Taux de distribution (1) 4,63 % (Performances 2025)",verified,
LF Europimmo,capitalisation,874,812.91,M EUR,D1_BT_20260331.pdf,812 912 775 € Capitalisation,verified,"Valeur réelle 812,91 M€ (et non 874). Capital social effectif 448 503 600 €."
LF Europimmo,tof,95.3,95.3,%,D1_BT_20260331.pdf,"TOF 95,3 %",verified,
LF Europimmo,endettement,17.87,19.3,%,D1_BT_20260331.pdf,"Réel au 31/03/2026 : 19,30 % (autorisation statutaire 35 %)",verified,
LF Europimmo,nb_associes,15314,15314,associés,D1_BT_20260331.pdf,15 314 associés,verified,
LF Europimmo,nb_immeubles,,52,immeubles,D1_BT_20260331.pdf,Nombre d'immeubles en direct / via des SCI : 3 et 49,verified,Total 52 (3 + 49 entre direct et SCI; ordre direct/SCI ambigu dans le BT).
LF Europimmo,nb_locataires,,,,,Nombre de locataires non indiqué explicitement dans le BT.,manual_review,Nombre de locataires non indiqué explicitement dans le BT.
LF Europimmo,repartition_geo,"{'Allemagne': 71.6, 'France': 16.3, 'Pays-Bas': 8.8, 'Belgique': 2.2, 'Espagne': 1.1}","{'Allemagne': 56.52, 'Royaume-Uni': 18.04, 'Pays-Bas': 7.99, 'Ile-de-France': 4.93, 'Belgique': 3.71",% valeur vénale,D1_BT_20260331.pdf,"ALLEMAGNE 56,52% / ROYAUME-UNI 18,04% / PAYS-BAS 7,99% / ÎLE-DE-FRANCE 4,93% / BELGIQUE 3,71% / LUXEMBOURG 2,27% / IRLANDE 2,10% / PARIS 2,06% / RÉGIONS 1,70% /",verified,"Répartition détaillée par pays, somme = 100,00%. France totale = 8,69% (Paris+IDF+Régions). Diffère nettement des valeur"
LF Europimmo,repartition_sectorielle,"{'Bureaux': 87, 'Commerces': 12, 'Résidences gérées': 1}","{'Bureaux': 76.83, 'Commerces': 13.5, 'Hôtels, tourisme et loisirs': 6.82, ""Logistique et locaux d'a",% valeur vénale,D1_BT_20260331.pdf,"BUREAUX 76,83% / COMMERCES 13,50% / HÔTELS TOURISME ET LOISIRS 6,82% / LOGISTIQUE ET LOCAUX D'ACTIVITÉS 2,73% / SANTÉ ET ÉDUCATION 0,12%",verified,Somme = 100%.
LF Europimmo,liquidite,,"78 222 parts en attente de retrait (52,2 M€, 7% des parts)",,D1_BT_20260331.pdf,"Parts en attente de retrait 78 222 ; Montant 52,2 M€ ; représente 7 % du total des parts",verified,Pression sur la liquidité; marché des parts suspendu du 1er janvier au 1er février 2026 (réduction de la valeur nominale
LF Europimmo,frequence_distribution,Trimestriel,Trimestrielle,,D1_BT_20260331.pdf,Acomptes trimestriels; versement du trimestre 29 avril 2026,verified,
LF Europimmo,sfdr_article,,9,,D1_DIC.pdf,La SCPI a été classifiée article 9 au sens de SFDR,verified,
LF Europimmo,niveau_risque_dic,,4,sur 7,D1_DIC.pdf,catégorisé dans la classe de risque 4 sur 7,verified,
LF Europimmo,duree_placement,9,9,ans,D1_DIC.pdf,Durée de placement minimale recommandée : 9 ans,verified,
LF Europimmo,frais_souscription,9.6,8,% HT,D1_DIC.pdf,"Commission de souscription 8 % HT, soit 9,60 % TTC; coûts d'entrée 8,00 %",verified,
LF Europimmo,frais_gestion,10,10,% HT,D1_BT_20260331.pdf,"Commission de gestion locative : 10 % HT max, soit 12 % TTC",verified,"DIC: frais de gestion et autres frais courants 2,28%/an."
LF Grand Paris Patrimoine,prix_souscription,218,218,EUR,Z2_BT_20260331.pdf,"Minimum de souscription fixé à 1 part, soit (A) 218,00 €",verified,
LF Grand Paris Patrimoine,prix_retrait,200.56,200.56,EUR,Z2_BT_20260331.pdf,"Valeur de retrait (A)-(B) 200,56 €",verified,
LF Grand Paris Patrimoine,taux_distribution,4.4,4.66,%,Z2_BT_20260331.pdf,"Taux de distribution (1) 4,66 % (Performances 2025)",verified,
LF Grand Paris Patrimoine,capitalisation,10698648661.07,1069.86,M EUR,Z2_BT_20260331.pdf,1 069 864 866 € Capitalisation,verified,"Valeur réelle ~1 069,86 M€ (la valeur antérieure 10698648661 était erronée d'un facteur 10)."
LF Grand Paris Patrimoine,tof,88.1,88.1,%,Z2_BT_20260331.pdf,"TOF 88,1 %",verified,
LF Grand Paris Patrimoine,endettement,32.69,30.85,%,Z2_BT_20260331.pdf,"Réel au 31/03/2026 : 30,85 % (autorisation statutaire 35 %)",verified,
LF Grand Paris Patrimoine,nb_associes,14710,14710,associés,Z2_BT_20260331.pdf,14 710 associés,verified,
LF Grand Paris Patrimoine,nb_immeubles,,58,immeubles,Z2_BT_20260331.pdf,Nombre d'immeubles en direct 31 / via des SCI 27,verified,31 en direct + 27 via SCI.
LF Grand Paris Patrimoine,nb_locataires,,,,,Nombre de locataires non indiqué explicitement dans le BT.,manual_review,Nombre de locataires non indiqué explicitement dans le BT.
LF Grand Paris Patrimoine,repartition_geo,"{'Ile-de-France': 85, 'Régions': 15}","{'Ile-de-France': 67.3, 'Paris': 26.82, 'Régions': 5.88}",% valeur vénale,Z2_BT_20260331.pdf,"ÎLE-DE-FRANCE 67,30% / PARIS 26,82% / RÉGIONS 5,88%",verified,Somme = 100%.
LF Grand Paris Patrimoine,repartition_sectorielle,"{'Bureaux': 75, 'Commerces': 25}","{'Bureaux': 91.95, 'Santé et éducation': 7.85, 'Commerces': 0.2}",% valeur vénale,Z2_BT_20260331.pdf,"BUREAUX 91,95% / SANTÉ ET ÉDUCATION 7,85% / COMMERCES 0,20%",verified,Somme = 100%.
LF Grand Paris Patrimoine,liquidite,,"Marché des parts SUSPENDU depuis le 12/02/2026; 499 638 parts en attente de retrait (100,2 M€, 10,2%",,Z2_BT_20260331.pdf,le marché des parts de votre SCPI est suspendu depuis le 12 février 2026 ... mise en place de la suspension de la variabilité du capital ; Parts en attente de r,verified,"Liquidité fortement dégradée: suspension du marché, passage à un marché de confrontation des ordres."
LF Grand Paris Patrimoine,frequence_distribution,Trimestriel,Trimestrielle,,Z2_BT_20260331.pdf,Acomptes trimestriels; versement du trimestre 29 avril 2026,verified,
LF Grand Paris Patrimoine,sfdr_article,,9,,Z2_DIC.pdf,La SCPI a été classifiée article 9 au sens de SFDR,verified,
LF Grand Paris Patrimoine,niveau_risque_dic,,4,sur 7,Z2_DIC.pdf,catégorisé dans la classe de risque 4 sur 7,verified,
LF Grand Paris Patrimoine,duree_placement,9,9,ans,Z2_DIC.pdf,Durée de placement minimale recommandée : 9 ans,verified,
LF Grand Paris Patrimoine,frais_souscription,9.6,8,% HT,Z2_DIC.pdf,"Commission de souscription 8 % HT, soit 9,60 % TTC; coûts d'entrée 8,00 %",verified,
LF Grand Paris Patrimoine,frais_gestion,10,10,% HT,Z2_BT_20260331.pdf,"Commission de gestion locative : 10 % HT max, soit 12 % TTC",verified,"DIC: frais de gestion et autres frais courants 1,53%/an."
Log In,prix_souscription,255,255,EUR,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,PRIX DE SOUSCRIPTION 255 € (nominal 150 € + prime d'émission 105 €),verified,
Log In,prix_retrait,225,229.5,EUR,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,"VALEUR DE RETRAIT 229,50 €",verified,
Log In,taux_distribution,6.21,6.21,%,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,"TAUX DE DISTRIBUTION 2025 : BRUT 6,21 % / NET 4,91 %",verified,"Taux brut 2025 = 6,21% (net de fiscalité étrangère 4,91%)."
Log In,capitalisation,240.8,240.81,M EUR,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,CAPITALISATION : 240 812 310 €,verified,
Log In,tof,100,100.0,%,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,TOF : 100 %,verified,
Log In,endettement,12026,0,%,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,"A fin mars 2026, la SCPI n'avait pas recours au levier financier ; Dettes et autres engagements 0 %",verified,Aucun endettement (limite statutaire 40%).
Log In,nb_associes,,5731,associés,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,Associés T1 2026 : 5 731,verified,
Log In,nb_immeubles,,20,immeubles,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,NOMBRE D'IMMEUBLES 20,verified,
Log In,nb_locataires,,22,locataires,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,NOMBRE DE LOCATAIRES 22,verified,
Log In,repartition_geo,"{'France': 37.3, 'Allemagne': 25.3, 'Royaume-Uni': 13.1, 'Italie': 7.6, 'Pays-Bas': 6.7, 'Espagne': ","{'Italie': 28, 'Espagne': 26, 'Royaume-Uni': 22, 'Allemagne': 12, 'Irlande': 8, 'Pologne': 4}",% valeur vénale HD,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,ROYAUME-UNI 22% / ESPAGNE 26% / ALLEMAGNE 12% / ITALIE / IRLANDE / POLOGNE (4% et 8%),verified,"6 pays (somme=100). RU 22%, Espagne 26%, Allemagne 12% étiquetés. Italie 28% déduit (plus grand). Répartition Irlande 8%"
Log In,repartition_sectorielle,"{'Logistique / Activité': 36.9, 'Bureaux': 27.9, 'Hôtellerie': 8.7, 'Résidentiel': 7.7, 'Éducation':","{""Locaux d'activités et sites de production"": 71, 'Logistique': 23, 'Life Science': 5}",% valeur vénale HD,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,Locaux d'activités et sites de production 71% / Logistique 23% / Life Science 5%,verified,Somme = 99% (arrondis).
Log In,liquidite,,Aucune part en attente de retrait au 31/03/2026,,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,"Nombre de parts en attente de retrait T1 2026 : - (49 442 parts rachetées, compensées)",verified,Pas de fonds de remboursement; retrait en contrepartie de souscription.
Log In,frequence_distribution,Trimestriel,Trimestrielle,,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,"Distribution par part T1 2026 3,79 € (date 04/05/26)",verified,
Log In,sfdr_article,,8,,SCPI-LOG-IN-Document-dinformations-cles-1.pdf,SFDR : 8. LOG IN intègre des caractéristiques environnementales et sociales au sens de l'article 8,verified,
